line,datetime,dim,m_dist,anom,anom_size,bus1,bus2,bus3,bus4,bus5,bus6,bus7,bus8,bus9,bus10,bus11,bus12,bus13,hw12,hw23,hw34,hw45,hw56,hw67,hw78,hw89,hw910,hw1011,hw1112,hw1213
73.0,2026-08-18T10:17:06.758541,1.0,2.9,1.0,,LTZ1209,LTZ1322,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
73.0,2026-08-18T10:17:06.758541,1.0,2.917,1.0,,LTZ1322,LTZ1212,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
73.0,2026-08-18T10:17:06.758541,1.0,2.967,1.0,,LTZ1212,LTZ1491,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
73.0,2026-08-18T10:17:06.758541,1.0,2.825,1.0,,LTZ1491,LTZ1834,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
73.0,2026-08-18T10:17:06.758541,1.0,2.758,1.0,,LTZ1834,LTZ1476,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
73.0,2026-08-18T10:17:06.758541,1.0,2.542,1.0,,LTZ1476,LTZ1826,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
73.0,2026-08-18T10:17:06.758541,1.0,2.5,1.0,,LTZ1826,LTZ1813,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
73.0,2026-08-18T10:17:06.758541,1.0,0.5,0.0,,LTZ1813,LTZ1207,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
73.0,2026-08-18T10:17:06.758541,1.0,0.042,0.0,,LTZ1207,LTZ1539,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,1.0,1.186,0.0,,LF75OOU,LF75ONU,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,217.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,1.0,0.472,0.0,,LF75ONU,LF75ORK,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,416.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,1.0,2.708,1.0,,LF75ORK,LF75OPX,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,1.0,1.379,0.0,,LF75OPX,LF75OOH,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,194.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,1.0,0.357,0.0,,LF75OOH,LF75OPW,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,317.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,1.0,2.704,1.0,,LF75OPW,LF75OPP,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,1.0,0.731,0.0,,LF75OPP,LF75OPU,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,272.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,1.0,0.908,0.0,,LF75OPU,LF75ONM,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,1.0,1.208,0.0,,LF75ONM,LF75OPG,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,1.0,0.883,0.0,,LF75OPG,LF75OOY,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,1.0,0.017,0.0,,LF75OOY,LF75OPM,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,1.0,1.05,0.0,,LF75OPM,LF75OOA,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,1.0,1.55,0.0,,LF75OOA,LF75OPR,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,1.0,0.525,0.0,,LF75OPR,LF75ONW,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,1.0,0.0,0.0,,LF75ONW,LF75ONL,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,1.0,1.494,0.0,,LF75ONL,LF75OOA,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,180.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,1.0,0.453,0.0,,LF75OOA,LF75OPK,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,414.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,1.0,1.474,0.0,,LF75OPK,LF75OPA,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,183.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,1.0,1.828,0.0,,LF75OPA,LF75ORC,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,140.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,1.0,2.383,0.0,,LF75ORC,LF75ORA,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,1.0,0.016,0.0,,LF75ORA,LF75OPV,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,358.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,1.0,0.332,0.0,,LF75OPV,LF75OPD,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,320.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,1.0,0.888,0.0,,LF75OPD,LF75OPY,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,253.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,1.0,1.097,0.0,,LF75OPY,LF75OOE,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,228.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,1.0,2.093,0.0,,LF75OOE,LF75OPS,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,108.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,1.0,0.463,0.0,,LF75OPS,LF75ONV,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,415.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,1.0,3.522,1.0,,LF75ONV,LF75OPN,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,782.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,1.0,0.5,0.0,,LF75OPN,LF75OOV,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,1.0,0.5,0.0,,LF75OOV,LF75OPC,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,1.0,0.5,0.0,,LF75OPC,LF75ONH,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,1.0,0.5,0.0,,LF75ONH,LF75OPT,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,2.0,15.629,1.0,,LF75OOU,LF75ONU,LF75ORK,0.0,0.0,0.0,0.0,0.0,0.0,,,,,217.7,416.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,2.0,32.39,1.0,,LF75ONU,LF75ORK,LF75OPX,0.0,0.0,0.0,0.0,0.0,0.0,,,,,416.6,35.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,2.0,30.713,1.0,,LF75ORK,LF75OPX,LF75OOH,0.0,0.0,0.0,0.0,0.0,0.0,,,,,35.0,194.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,2.0,15.109,1.0,,LF75OPX,LF75OOH,LF75OPW,0.0,0.0,0.0,0.0,0.0,0.0,,,,,194.5,317.2,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,2.0,29.842,1.0,,LF75OOH,LF75OPW,LF75OPP,0.0,0.0,0.0,0.0,0.0,0.0,,,,,317.2,35.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,2.0,29.629,1.0,,LF75OPW,LF75OPP,LF75OPU,0.0,0.0,0.0,0.0,0.0,0.0,,,,,35.5,272.3,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,2.0,11.467,1.0,,LF75OPP,LF75OPU,LF75ONM,0.0,0.0,0.0,0.0,0.0,0.0,,,,,272.3,251.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,2.0,14.908,1.0,,LF75OPU,LF75ONM,LF75OPG,0.0,0.0,0.0,0.0,0.0,0.0,,,,,251.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,2.0,14.78,1.0,,LF75ONM,LF75OPG,LF75OOY,0.0,0.0,0.0,0.0,0.0,0.0,,,,,215.0,254.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,2.0,10.043,1.0,,LF75OPG,LF75OOY,LF75OPM,0.0,0.0,0.0,0.0,0.0,0.0,,,,,254.0,362.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,2.0,11.834,1.0,,LF75OOY,LF75OPM,LF75OOA,0.0,0.0,0.0,0.0,0.0,0.0,,,,,362.0,486.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,2.0,23.512,1.0,,LF75OPM,LF75OOA,LF75OPR,0.0,0.0,0.0,0.0,0.0,0.0,,,,,486.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,2.0,17.051,1.0,,LF75OOA,LF75OPR,LF75ONW,0.0,0.0,0.0,0.0,0.0,0.0,,,,,174.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,2.0,5.94,1.0,,LF75OPR,LF75ONW,LF75ONL,0.0,0.0,0.0,0.0,0.0,0.0,,,,,297.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,2.0,18.848,1.0,,LF75ONL,LF75OOA,LF75OPK,0.0,0.0,0.0,0.0,0.0,0.0,,,,,180.7,414.3,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,2.0,18.63,1.0,,LF75OOA,LF75OPK,LF75OPA,0.0,0.0,0.0,0.0,0.0,0.0,,,,,414.3,183.1,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,2.0,23.099,1.0,,LF75OPK,LF75OPA,LF75ORC,0.0,0.0,0.0,0.0,0.0,0.0,,,,,183.1,140.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,2.0,29.599,1.0,,LF75OPA,LF75ORC,LF75ORA,0.0,0.0,0.0,0.0,0.0,0.0,,,,,140.6,74.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,2.0,26.92,1.0,,LF75ORC,LF75ORA,LF75OPV,0.0,0.0,0.0,0.0,0.0,0.0,,,,,74.0,358.1,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,2.0,3.712,1.0,,LF75ORA,LF75OPV,LF75OPD,0.0,0.0,0.0,0.0,0.0,0.0,,,,,358.1,320.2,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,2.0,9.81,1.0,,LF75OPV,LF75OPD,LF75OPY,0.0,0.0,0.0,0.0,0.0,0.0,,,,,320.2,253.4,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,2.0,13.885,1.0,,LF75OPD,LF75OPY,LF75OOE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,253.4,228.3,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,2.0,23.834,1.0,,LF75OPY,LF75OOE,LF75OPS,0.0,0.0,0.0,0.0,0.0,0.0,,,,,228.3,108.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,2.0,25.5,1.0,,LF75OOE,LF75OPS,LF75ONV,0.0,0.0,0.0,0.0,0.0,0.0,,,,,108.8,415.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,2.0,38.867,1.0,,LF75OPS,LF75ONV,LF75OPN,0.0,0.0,0.0,0.0,0.0,0.0,,,,,415.5,782.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,2.0,41.619,1.0,,LF75ONV,LF75OPN,LF75OOV,0.0,0.0,0.0,0.0,0.0,0.0,,,,,782.6,300.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,2.0,6.928,1.0,,LF75OPN,LF75OOV,LF75OPC,0.0,0.0,0.0,0.0,0.0,0.0,,,,,300.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,2.0,6.928,1.0,,LF75OOV,LF75OPC,LF75ONH,0.0,0.0,0.0,0.0,0.0,0.0,,,,,300.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
18.0,2026-08-18T10:17:47.130630,2.0,6.928,1.0,,LF75OPC,LF75ONH,LF75OPT,0.0,0.0,0.0,0.0,0.0,0.0,,,,,300.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
24.0,2026-08-18T10:17:47.130630,1.0,0.283,0.0,,LTZ1631,LTZ1034,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
24.0,2026-08-18T10:17:47.130630,1.0,1.914,0.0,,LTZ1034,LTZ1603,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,589.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
24.0,2026-08-18T10:17:47.130630,1.0,2.273,0.0,,LTZ1603,LTZ1624,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,632.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
24.0,2026-08-18T10:17:47.130630,1.0,0.479,0.0,,LTZ1624,LTZ1161,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,302.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
24.0,2026-08-18T10:17:47.130630,1.0,11.152,1.0,,LTZ1161,LTZ1164,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1698.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
24.0,2026-08-18T10:17:47.130630,1.0,1.323,0.0,,LTZ1164,LTZ1025,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,518.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
24.0,2026-08-18T10:17:47.130630,1.0,3.981,1.0,,LTZ1025,LTZ1162,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,837.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
24.0,2026-08-18T10:17:47.130630,1.0,0.45,0.0,,LTZ1162,LTZ1611,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
24.0,2026-08-18T10:17:47.130630,1.0,2.737,1.0,,LTZ1611,LTZ1619,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
24.0,2026-08-18T10:17:47.130630,1.0,1.446,0.0,,LTZ1619,LTZ1605,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,186.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
24.0,2026-08-18T10:17:47.130630,1.0,2.321,0.0,,LTZ1605,LTZ1614,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,638.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
24.0,2026-08-18T10:17:47.130630,1.0,2.233,0.0,,LTZ1614,LTZ1684,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
24.0,2026-08-18T10:17:47.130630,1.0,3.0,1.0,,LTZ1684,LTZ1631,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
24.0,2026-08-18T10:17:47.130630,2.0,21.085,1.0,,LTZ1631,LTZ1034,LTZ1603,0.0,0.0,0.0,0.0,0.0,0.0,,,,,394.0,589.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
24.0,2026-08-18T10:17:47.130630,2.0,29.189,1.0,,LTZ1034,LTZ1603,LTZ1624,0.0,0.0,0.0,0.0,0.0,0.0,,,,,589.7,632.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,
24.0,2026-08-18T10:17:47.130630,2.0,27.579,1.0,,LTZ1603,LTZ1624,LTZ1161,0.0,0.0,0.0,0.0,0.0,0.0,,,,,632.8,302.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,
24.0,2026-08-18T10:17:47.130630,2.0,127.63,1.0,,LTZ1624,LTZ1161,LTZ1164,0.0,0.0,0.0,0.0,0.0,0.0,,,,,302.5,1698.2,0.0,0.0,0.0,0.0,0.0,0.0,,,,
24.0,2026-08-18T10:17:47.130630,2.0,43.765,1.0,,LTZ1164,LTZ1025,LTZ1162,0.0,0.0,0.0,0.0,0.0,0.0,,,,,518.7,837.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
24.0,2026-08-18T10:17:47.130630,2.0,46.572,1.0,,LTZ1025,LTZ1162,LTZ1611,0.0,0.0,0.0,0.0,0.0,0.0,,,,,837.7,306.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
24.0,2026-08-18T10:17:47.130630,2.0,30.105,1.0,,LTZ1162,LTZ1611,LTZ1619,0.0,0.0,0.0,0.0,0.0,0.0,,,,,306.0,31.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,
24.0,2026-08-18T10:17:47.130630,2.0,31.201,1.0,,LTZ1611,LTZ1619,LTZ1605,0.0,0.0,0.0,0.0,0.0,0.0,,,,,31.5,186.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,
24.0,2026-08-18T10:17:47.130630,2.0,34.231,1.0,,LTZ1619,LTZ1605,LTZ1614,0.0,0.0,0.0,0.0,0.0,0.0,,,,,186.5,638.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,
24.0,2026-08-18T10:17:47.130630,2.0,31.562,1.0,,LTZ1605,LTZ1614,LTZ1684,0.0,0.0,0.0,0.0,0.0,0.0,,,,,638.5,628.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
24.0,2026-08-18T10:17:47.130630,2.0,36.9,1.0,,LTZ1614,LTZ1684,LTZ1631,0.0,0.0,0.0,0.0,0.0,0.0,,,,,628.0,720.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
25.0,2026-08-18T10:17:47.130630,1.0,2.181,0.0,,SK20AYZ,SK20BCZ,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,98.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
25.0,2026-08-18T10:17:47.130630,1.0,0.819,0.0,,SK20BCZ,SK20BDE,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,458.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
25.0,2026-08-18T10:17:47.130630,1.0,0.972,0.0,,SK20BDE,SK20AYD,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,243.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
25.0,2026-08-18T10:17:47.130630,1.0,2.147,0.0,,SK20AYD,SK20AYL,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,102.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
25.0,2026-08-18T10:17:47.130630,1.0,1.198,0.0,,SK20AYL,SK20AYV,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,503.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
25.0,2026-08-18T10:17:47.130630,1.0,1.419,0.0,,SK20AYV,SK20AXW,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,189.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
25.0,2026-08-18T10:17:47.130630,1.0,0.585,0.0,,SK20AXW,SK20BDV,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,430.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
25.0,2026-08-18T10:17:47.130630,1.0,2.25,0.0,,SK20BDV,SK20AYS,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
25.0,2026-08-18T10:17:47.130630,1.0,0.496,0.0,,SK20AYS,SK20AXV,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,300.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
25.0,2026-08-18T10:17:47.130630,1.0,0.378,0.0,,SK20AXV,SK20AYW,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,314.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
25.0,2026-08-18T10:17:47.130630,1.0,0.675,0.0,,SK20AYW,SK20BBU,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
25.0,2026-08-18T10:17:47.130630,1.0,0.058,0.0,,SK20BBU,SK20AYJ,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,353.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
25.0,2026-08-18T10:17:47.130630,1.0,1.0,0.0,,SK20AYJ,SK20BDU,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
25.0,2026-08-18T10:17:47.130630,1.0,0.517,0.0,,SK20BDU,SK20AYN,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
25.0,2026-08-18T10:17:47.130630,1.0,0.992,0.0,,SK20AYN,SK20AZJ,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
25.0,2026-08-18T10:17:47.130630,1.0,0.603,0.0,,SK20BBX,SK20BDY,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,287.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
25.0,2026-08-18T10:17:47.130630,1.0,0.5,0.0,,SK20BDY,SK20AYU,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
25.0,2026-08-18T10:17:47.130630,1.0,1.514,0.0,,SK20AYU,SK20AYG,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,541.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
25.0,2026-08-18T10:17:47.130630,1.0,0.372,0.0,,SK20AYG,SK20AYM,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,404.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
25.0,2026-08-18T10:17:47.130630,1.0,0.661,0.0,,SK20AYM,SK20AXY,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,439.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
25.0,2026-08-18T10:17:47.130630,1.0,4.829,1.0,,SK20AXY,SK20BBE,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,939.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
25.0,2026-08-18T10:17:47.130630,1.0,1.132,0.0,,SK20BBE,SK20AYP,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,224.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
25.0,2026-08-18T10:17:47.130630,1.0,0.483,0.0,,SK20AYP,SK20BCE,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
25.0,2026-08-18T10:17:47.130630,1.0,1.425,0.0,,SK20BCE,SK20BDO,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
25.0,2026-08-18T10:17:47.130630,1.0,0.5,0.0,,SK20BDO,SK20AZC,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
25.0,2026-08-18T10:17:47.130630,1.0,0.5,0.0,,SK20AZC,SK20AYZ,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
25.0,2026-08-18T10:17:47.130630,2.0,28.443,1.0,,SK20AYZ,SK20BCZ,SK20BDE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,98.3,458.3,0.0,0.0,0.0,0.0,0.0,0.0,,,,
